id,userName,review,rating,date,link
13157587777,J9tichy,I’ve had nothing but problems with scammers on WhatsApp,1,2025-09-19T09:14:48-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13157508241,3TEN_GBB,I gave whatsapp three star cause they suspend it I add my lost contact back by saying save my contact I lost all contacts,3,2025-09-19T08:53:48-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13157461360,Deep Waters Ministry,This a Cool App,5,2025-09-19T08:41:24-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13157176000,Calldrop video,Its very disappointing. While im i a video call the call always hangs up or disconnects in the middle of the call it happens every single time when im in a group video call with my family need to fix this,1,2025-09-19T07:28:56-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13157023702,kevin2590,Keyboard overlaps the last message and makes it difficult see or read after the new IOS 26 update. Also the new keyboard layout in the message app doesn’t seem to appear on this app for some reason. Please fix it.,1,2025-09-19T06:50:37-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13156993258,ymike30,excelente todo pero quien me podría ayudar?? los audios que subo a mis estados no los puedo escuchar completos por favor solo eso🙏🏽,4,2025-09-19T06:42:54-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13156736120,محمد السيد عبدالعال,Thanksgiving,5,2025-09-19T05:35:03-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13156687858,Leevz1234,Staying in contact with family overseas made easy,5,2025-09-19T05:21:52-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13156677358,Bilal056,"Когда собеседник пишет сообщение или отправляет голосовое сообщение последнее отправленное им сообщение проваливается под поле ввода 
приходится после каждого сообщения выходить из чата чтобы все вернулось на свои места",2,2025-09-19T05:18:58-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13156627722,Pradeep Sreereddy,"App is not responding properly, please update immediately. Chats are going below keyboard, some times giving more gap between each message in chat.",5,2025-09-19T05:05:10-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13156615605,Crazy horse 10,A lot of scammers operate on this platform. I think it’s better to get easier to get to you on WhatsApp than to text you back-and-forth thanks what out? You’re giving crooks a great opportunity.,1,2025-09-19T05:01:48-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13156500953,Italylinda,"This restaurant was absolutely delicious. The atmosphere,the waiter and waitress and the owner Everyone was very attentive. The food was delicious. We had a fabulous time with highly recommend.",5,2025-09-19T04:28:20-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13156391235,pchundru,Search of names is super slow,1,2025-09-19T03:54:21-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13156373217,Tabbycakes88,"It’s something to get use to , but it’s simpler",5,2025-09-19T03:48:30-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13156168426,Bkbcbolivar,Cuando pretenden poner esa opción de multifuncion al igual que Android???,1,2025-09-19T02:37:02-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13156072418,heheta ishs,Can’t wait to use this app so excited,5,2025-09-19T02:00:29-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13155848339,Kasim Fahad,My issue is that when I received voice messages it can’t play smoothly it will be cracking pose and play,2,2025-09-19T00:29:11-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13155753224,Private-Writer,This app has changed my life. I met a lady on an Asian dating site. Shortly after that we discovered this WhatsApp platform to use for communication. It works perfectly. It automatically translates the language difference we have enabling us to talk and get to know each other. This is wonderful and gave me a “love of my life” now and forever has changed my life! Thank you WhatsApp! You have given me hope!,5,2025-09-18T23:49:15-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13155698547,Badddaasshsb,Bad,1,2025-09-18T23:26:00-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13155590177,Suzar (778,Why is my WhatsApp not updating,1,2025-09-18T22:39:15-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13155480924,Wiwis2,Ramírez,5,2025-09-18T21:52:12-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13155460753,AY🤯,LR,2,2025-09-18T21:43:21-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13155410749,GIRLOKBYE,Says this account can no longer use WhatsApp but it’s literally my first time getting it I’m just trying to call my mom and now I have to wait 24 hours,1,2025-09-18T21:21:44-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13155373161,Oraly2,I need To unhide WhatsApp on my wallpaper,4,2025-09-18T21:05:34-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13155281108,remove none,remove my phone from this app,1,2025-09-18T20:26:46-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13154718332,Anonymously_____,They have a vendor who is operating illegally with a licensed contractor to break into phones. Beware not sure how many individuals are affected.,1,2025-09-18T16:49:35-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13154609367,Osazeesuccess,Please do something about the status low video quality,4,2025-09-18T16:07:54-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13154529568,Kaur pinjaban,"Enjoy whtup calls ,very interesting app ,Good network working",5,2025-09-18T15:37:29-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13154511680,Upserstar,My account was suspended with no info as to why. I literally sent a single message to a friend saying hello and was suspended. I inquired via the customer support on the webpage and was told to contact support via the app…which I am suspended from? Ridiculous.,1,2025-09-18T15:30:41-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13154403160,Jarhboi,Pls sir help me with my WhatsApp I went to restore chat back pls help me out,5,2025-09-18T14:50:22-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13154388888,aztiley25,"WhatsApp es es una aplicación sencilla de utilizar para cualquier edad. Se puede decir que su ventaja es que la usa todo el mundo.
Siempre me ha gustado que de forma gratuita me permite enviar mensajes, fotos y videos sin costo, usando  mi internet. 
También permite las llamadas de voz y video claras que funcionan bien.",5,2025-09-18T14:45:05-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13154255311,Ali A. Othman,Great,5,2025-09-18T13:57:46-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13154226068,Lil Billy the 890000th,We got to talk to UK kids because of this thank you guys so much,5,2025-09-18T13:47:46-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13154072295,Anifowose20pp,I updated my app and couldn’t use WhatsApp because immediately I launch it. It’ll crash,1,2025-09-18T12:55:40-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13153985854,GottGhost,WhatsApp please do an upgrade so we can pin more than 3 chats to the top of the screen,1,2025-09-18T12:27:32-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13153965449,Tdhgk,"Gracias por todo, nos vamos a comunicar tanto como en otros",5,2025-09-18T12:21:02-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13153950297,Christiana ZHANG,"App updates and upgrades are mandatory. If you don’t update, you are not allowed to use the app and it cannot be opened at all. This is very unfriendly and does not give users the right to choose.",1,2025-09-18T12:16:14-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13153855390,DevScuba84,App backup size is 300mb but why it keeps 10gb cache! It is ridiculous size for cache! Needs optimization!,1,2025-09-18T11:46:53-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13153791859,Claraaoki,"O WhatsApp é um dos apps mais usados do mundo, mas poderia evoluir. Seria ótimo voltar a versão azul do iPhone, trazer mais segurança e opções que realmente importam: como esconder o número de quem não compartilhamos, evitar mensagens indesejadas e permitir ver status sem que a pessoa saiba. A cor azul com preto daria uma identidade única e mais moderna. O WhatsApp merece ser atualizado para o que sempre foi: simples, prático e seguro.",2,2025-09-18T11:27:12-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13153773042,rmaximo23,I absolutely love it. Thanks for rolling this out. It completes my work flow.,5,2025-09-18T11:21:28-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13153754311,Micky yo-yo,Kiss for you,5,2025-09-18T11:15:46-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13153709291,ماجد المهن,الوتساب بيعلق بعد التحديث,5,2025-09-18T11:02:02-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13153685400,tchmm km fynv,Amo a whatapp,5,2025-09-18T10:54:51-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13153444948,Kinerae,"Simple to understand and navigate, great call qualities . Few issues related to hackability",5,2025-09-18T09:45:04-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13153422906,Doc243,"I love WhatsApp, but I have to give it 3 stars because after so many years, there still isn’t an iPad app. Almost all other messaging apps have it.",3,2025-09-18T09:38:56-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13153275747,jmakak,I love being able to speak with my friends in England and Venezuela using WhatsApp. I’m grateful for this platform.,5,2025-09-18T08:58:47-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13153130085,Me#523,This app helps me communicate with others!!!,5,2025-09-18T08:19:56-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13153112982,YungDzy,"Horrible service, hate that is the most used across all devices…",1,2025-09-18T08:15:24-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13152877564,roger.carvajal,"Instalado en mi M2 iPad Pro (11-inch) (4Th Gen) (Wi-Fi) 256Gb, aun no se puede acceder a los chat restringidos desde la versión de whatsApp para iPad… Sería genial que la desarrollaran!!!",5,2025-09-18T07:14:53-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
13152864489,toller_t1,I don’t have to be copying messages that I can’t understand and be pasting it in another app for translation. It’s so stressful please do something about that.,5,2025-09-18T07:11:27-07:00,https://itunes.apple.com/us/review?id=310633997&type=Purple%20Software
